County_FIPS,Unemployment_Rate,,,,,
21131,9.9,,,,,
21133,10.4,,,,,
21135,7.3,,,,,
21137,7.1,,,,,
21139,7,,,,,
21141,4.8,,,,,
21143,6.4,,,,,
21145,6.1,,,,,
21147,8.6,,,,,
21149,5.1,,,,,
21151,4.3,,,,,
21153,11.1,,,,,
21155,5.1,,,,,
21157,5.8,,,,,
21159,7.3,,,,,
21161,6,,,,,
21163,5.6,,,,,
21165,7.4,,,,,
21167,5.1,,,,,
21169,5.2,,,,,
21171,4.6,,,,,
21173,6.3,,,,,
21175,7.2,,,,,
21177,5.8,,,,,
21179,4.8,,,,,
21181,6.2,,,,,
21183,6.1,,,,,
21185,3.9,,,,,
21187,4,,,,,
21189,8.7,,,,,
21191,5.2,,,,,
21193,8.5,,,,,
21195,8.5,,,,,
21197,7,,,,,
21199,6.1,,,,,
21201,6,,,,,
21203,6.4,,,,,
21205,5.8,,,,,
21207,11.4,,,,,
21209,4,,,,,
21211,4.1,,,,,
21213,4.8,,,,,
21215,4.4,,,,,
21217,5.9,,,,,
21219,4.5,,,,,
21221,5.6,,,,,
21223,6.1,,,,,
21225,5.2,,,,,
21227,4.6,,,,,
21229,4.4,,,,,
21231,7.9,,,,,
21233,4.6,,,,,
21235,7.2,,,,,
21237,9.3,,,,,
21239,3.6,,,,,
22001,6.2,,,,,
22003,7.6,,,,,
22005,5.7,,,,,
22007,8,,,,,
22009,8,,,,,
22011,7.3,,,,,
22013,8,,,,,
22015,6.3,,,,,
22017,7.7,,,,,
22019,6.1,,,,,
22021,8.2,,,,,
22023,5.1,,,,,
22025,8.7,,,,,
22027,8.1,,,,,
22029,8.9,,,,,
22031,8.8,,,,,
22033,6,,,,,
22035,14.7,,,,,
22037,6.7,,,,,
22039,7.2,,,,,
22041,10,,,,,
22043,7.9,,,,,
22045,6.6,,,,,
22047,8,,,,,
22049,6.3,,,,,
22051,6.5,,,,,
22053,6.4,,,,,
22055,5.4,,,,,
22057,5.4,,,,,
22059,5.5,,,,,
22061,7.8,,,,,
22063,5.9,,,,,
22065,11,,,,,
22067,11.5,,,,,
22069,8.1,,,,,
22071,7.4,,,,,
22073,7.3,,,,,
22075,6.4,,,,,
22077,7.2,,,,,
22079,7,,,,,
22081,8.1,,,,,
22083,8.6,,,,,
22085,7.2,,,,,
22087,7.3,,,,,
22089,6.4,,,,,
22091,9.7,,,,,
22093,8.9,,,,,
22095,7.9,,,,,
22097,8,,,,,
22099,6.1,,,,,
22101,6.9,,,,,
22103,6.1,,,,,
22105,7.7,,,,,
22107,9.7,,,,,
22109,5.4,,,,,
22111,8.2,,,,,
22113,6.2,,,,,
22115,9.2,,,,,
22117,8.4,,,,,
22119,9.1,,,,,
22121,6.4,,,,,
22123,13.8,,,,,
22125,6.2,,,,,
22127,8.4,,,,,
23001,4.9,,,,,
23003,6.9,,,,,
23005,4.1,,,,,
23007,6.2,,,,,
23009,7.1,,,,,
23011,5,,,,,
23013,4.9,,,,,
23015,5.8,,,,,
23017,6.6,,,,,
23019,5.7,,,,,
23021,7.2,,,,,
23023,4.2,,,,,
23025,7.5,,,,,
23027,5.6,,,,,
23029,7.3,,,,,
23031,4.9,,,,,
24001,6.5,,,,,
24003,4.8,,,,,
24005,5.7,,,,,
24009,4.7,,,,,
24011,5.9,,,,,
24013,4.4,,,,,
24015,5.8,,,,,
24017,5.1,,,,,
24019,8.3,,,,,
24021,4.7,,,,,
24023,6.3,,,,,
24025,5.2,,,,,
24027,4.1,,,,,
24029,6.1,,,,,
24031,4.1,,,,,
24033,5.3,,,,,
24035,4.8,,,,,
24037,4.9,,,,,
24039,9.1,,,,,
24041,5.4,,,,,
24043,6,,,,,
24045,7.6,,,,,
24047,13,,,,,
24510,8.1,,,,,
25001,6.4,,,,,
25003,5.6,,,,,
25005,6.1,,,,,
25007,8.2,,,,,
25009,5.2,,,,,
25011,4.5,,,,,
25013,6.8,,,,,
25015,4.4,,,,,
25017,4.1,,,,,
25019,6.2,,,,,
25021,4.4,,,,,
25023,5.2,,,,,
25025,4.7,,,,,
25027,5.3,,,,,
26001,8,,,,,
26003,9.1,,,,,
26005,4,,,,,
26007,5.8,,,,,
26009,8,,,,,
26011,8.5,,,,,
26013,8.1,,,,,
26015,4.1,,,,,
26017,5.2,,,,,
26019,6.6,,,,,
26021,5.2,,,,,
26023,5.1,,,,,
26025,4.9,,,,,
26027,5,,,,,
26029,6.2,,,,,
26031,10.1,,,,,
26033,7.4,,,,,
26035,7.6,,,,,
26037,3.7,,,,,
26039,7.7,,,,,
26041,6.5,,,,,
26043,5.2,,,,,
26045,4.2,,,,,
26047,7.6,,,,,
26049,5.9,,,,,
26051,7,,,,,
26053,6.9,,,,,
26055,4.4,,,,,
26057,5.1,,,,,
26059,5.4,,,,,
26061,5.6,,,,,
26063,4.9,,,,,
26065,4.4,,,,,
26067,4.6,,,,,
26069,7.1,,,,,
26071,7,,,,,
26073,4.4,,,,,
26075,5.2,,,,,
26077,4.3,,,,,
26079,7.2,,,,,
26081,3.7,,,,,
26083,9.6,,,,,
26085,8.7,,,,,
26087,7.7,,,,,
26089,4.9,,,,,
26091,4.8,,,,,
26093,5.4,,,,,
26095,7.4,,,,,
26097,11.8,,,,,
26099,6.6,,,,,
26101,6.4,,,,,
26103,5.2,,,,,
26105,5.7,,,,,
26107,5.8,,,,,
26109,5.2,,,,,
26111,4.6,,,,,
26113,5.6,,,,,
26115,4.4,,,,,
26117,5.6,,,,,
26119,10.2,,,,,
26121,5.7,,,,,
26123,5.4,,,,,
26125,5.6,,,,,
26127,7.7,,,,,
26129,7.2,,,,,
26131,9.3,,,,,
26133,6.4,,,,,
26135,10,,,,,
26137,6.6,,,,,
26139,3.7,,,,,
26141,9.4,,,,,
26143,8.6,,,,,
26145,5.5,,,,,
26147,7.7,,,,,
26149,4.4,,,,,
26151,5.9,,,,,
26153,8.1,,,,,
26155,5.4,,,,,
26157,6.1,,,,,
26159,6.1,,,,,
26161,3.6,,,,,
26163,8.2,,,,,
26165,6.6,,,,,
27001,5.4,,,,,
27003,3.2,,,,,
27005,3.8,,,,,
27007,4.2,,,,,
27009,4.1,,,,,
27011,3.4,,,,,
27013,2.4,,,,,
27015,3.2,,,,,
27017,4.1,,,,,
27019,2.7,,,,,
27021,6.3,,,,,
27023,3.1,,,,,
27025,3.6,,,,,
27027,2.1,,,,,
27029,8.4,,,,,
27031,5,,,,,
27033,3.3,,,,,
27035,5.3,,,,,
27037,2.8,,,,,
27039,2.8,,,,,
27041,3.1,,,,,
27043,3.8,,,,,
27045,3.5,,,,,
27047,3.6,,,,,
27049,2.9,,,,,
27051,3.4,,,,,
27053,2.9,,,,,
27055,3.1,,,,,
27057,5.7,,,,,
27059,4,,,,,
27061,5.7,,,,,
27063,3.1,,,,,
27065,6.5,,,,,
27067,3.2,,,,,
27069,3.5,,,,,
27071,7.7,,,,,
27073,3.6,,,,,
27075,3.8,,,,,
27077,4.8,,,,,
27079,4.1,,,,,
27081,3,,,,,
27083,2.7,,,,,
27085,3.3,,,,,
27087,4.2,,,,,
27089,5.1,,,,,
27091,3.6,,,,,
27093,3.7,,,,,
27095,5.5,,,,,
27097,5.4,,,,,
27099,2.8,,,,,
27101,3.6,,,,,
27103,2,,,,,
27105,2.4,,,,,
27107,3.7,,,,,
27109,2.6,,,,,
27111,3.5,,,,,
27113,2.8,,,,,
27115,5,,,,,
27117,2.3,,,,,
27119,3.1,,,,,
27121,3,,,,,
27123,3.1,,,,,
27125,3.5,,,,,
27127,3,,,,,
27129,3.8,,,,,
27131,2.9,,,,,
27133,1.8,,,,,
27135,2.4,,,,,
27137,4,,,,,
27139,2.7,,,,,
27141,3.5,,,,,
27143,3.2,,,,,
27145,3.2,,,,,
27147,2.7,,,,,
27149,2.2,,,,,
27151,3.6,,,,,
27153,3.8,,,,,
27155,4,,,,,
27157,2.8,,,,,
27159,5.1,,,,,
27161,3.8,,,,,
27163,2.8,,,,,
27165,3.8,,,,,
27167,2.4,,,,,
27169,2.5,,,,,
27171,3.3,,,,,
27173,3.2,,,,,
28001,7.3,,,,,
28003,5.8,,,,,
28005,7.1,,,,,
28007,8.3,,,,,
28009,8.2,,,,,
28011,8.3,,,,,
28013,6.7,,,,,
28015,8.3,,,,,
28017,9,,,,,
28019,7.4,,,,,
28021,12.6,,,,,
28023,8.2,,,,,
28025,11.7,,,,,
28027,10.5,,,,,
28029,7.5,,,,,
28031,5.6,,,,,
28033,4.6,,,,,
28035,6.4,,,,,
28037,7,,,,,
28039,7.5,,,,,
28041,7.8,,,,,
28043,6.5,,,,,
28045,6.7,,,,,
28047,6.3,,,,,
28049,6.1,,,,,
28051,12.7,,,,,
28053,13.9,,,,,
28055,15.3,,,,,
28057,6.3,,,,,
28059,7.4,,,,,
28061,7.4,,,,,
28063,13.4,,,,,
28065,8.7,,,,,
28067,5.4,,,,,
28069,11.6,,,,,
28071,4.8,,,,,
28073,4.5,,,,,
28075,7.1,,,,,
28077,7.2,,,,,
28079,6.1,,,,,
28081,6.7,,,,,
28083,11.5,,,,,
28085,5.9,,,,,
28087,8,,,,,
28089,4.5,,,,,
28091,7.4,,,,,
28093,7.3,,,,,
28095,9.2,,,,,
28097,7.9,,,,,
28099,6,,,,,
28101,5.7,,,,,
28103,11.4,,,,,
28105,5.9,,,,,
28107,9.8,,,,,
28109,6,,,,,
28111,8,,,,,
28113,7.1,,,,,
28115,6.2,,,,,
28117,6.4,,,,,
28119,10.7,,,,,
28121,4.1,,,,,
28123,4.6,,,,,
28125,8.9,,,,,
28127,5.5,,,,,
28129,5.2,,,,,
28131,7.6,,,,,
28133,11.4,,,,,
28135,7.7,,,,,
28137,7.6,,,,,
28139,7.6,,,,,
28141,6.9,,,,,
28143,10.8,,,,,
28145,5.5,,,,,
28147,8.3,,,,,
28149,6.9,,,,,
28151,11.4,,,,,
28153,7.8,,,,,
28155,7.7,,,,,
28157,9.6,,,,,
28159,9.2,,,,,
28161,7.8,,,,,
28163,8.5,,,,,
29001,4.9,,,,,
29003,4,,,,,
29005,3.7,,,,,
29007,4.3,,,,,
29009,5.3,,,,,
29011,5.1,,,,,
29013,5.5,,,,,
29015,6.6,,,,,
29017,5.3,,,,,
29019,3.4,,,,,
29021,4.7,,,,,
29023,6.2,,,,,
29025,4.4,,,,,
29027,4.4,,,,,
29029,6.8,,,,,
29031,4.3,,,,,
29033,6.1,,,,,
29035,7.2,,,,,
29037,4.8,,,,,
29039,4.9,,,,,
29041,4.7,,,,,
29043,4,,,,,
29045,5.2,,,,,
29047,4.4,,,,,
29049,4.5,,,,,
29051,4,,,,,
29053,5,,,,,
29055,6.4,,,,,
29057,4.8,,,,,
29059,6.7,,,,,
29061,4.7,,,,,
29063,4.6,,,,,
29065,5.7,,,,,
29067,6.3,,,,,
29069,7.2,,,,,
29071,5.1,,,,,
29073,3.9,,,,,
29075,4.1,,,,,
29077,4.1,,,,,
29079,3.9,,,,,
29081,4.6,,,,,
29083,5.5,,,,,
29085,7,,,,,
29087,3.7,,,,,
29089,4.3,,,,,
29091,5.9,,,,,
29093,7.7,,,,,
29095,6.1,,,,,
29097,4.4,,,,,
29099,5.2,,,,,
29101,5.3,,,,,
29103,3.4,,,,,
29105,6.7,,,,,
29107,4.8,,,,,
29109,4.7,,,,,
29111,4.2,,,,,
29113,5.3,,,,,
29115,6.8,,,,,
29117,4.1,,,,,
29119,4.6,,,,,
29121,5.1,,,,,
29123,5.1,,,,,
29125,4.9,,,,,
29127,4.3,,,,,
29129,4,,,,,
29131,6.2,,,,,
29133,6.2,,,,,
29135,4.7,,,,,
29137,5.4,,,,,
29139,5,,,,,
29141,6.9,,,,,
29143,6.3,,,,,
29145,4.4,,,,,
29147,4.9,,,,,
29149,5.9,,,,,
29151,3.6,,,,,
29153,7.5,,,,,
29155,7.4,,,,,
29157,4.3,,,,,
29159,5.1,,,,,
29161,5.3,,,,,
29163,4.4,,,,,
29165,4.3,,,,,
29167,5,,,,,
29169,6.2,,,,,
29171,4,,,,,
29173,4,,,,,
29175,5.5,,,,,
29177,5.2,,,,,
29179,7.4,,,,,
29181,6.9,,,,,
29183,4,,,,,
29185,6,,,,,
29186,5,,,,,
29187,6.2,,,,,
29189,4.9,,,,,
29195,4.4,,,,,
29197,5.1,,,,,
29199,3.7,,,,,
29201,5.5,,,,,
29203,8.2,,,,,
29205,4.4,,,,,
29207,6.3,,,,,
29209,6.3,,,,,
29211,5.7,,,,,
29213,6.2,,,,,
29215,7.1,,,,,
29217,4.5,,,,,
29219,5.1,,,,,
29221,6.5,,,,,
29223,6.4,,,,,
29225,4.8,,,,,
29227,3.5,,,,,
29229,5.6,,,,,
29510,6.5,,,,,
30001,3.4,,,,,
30003,8.1,,,,,
30005,5.1,,,,,
30007,4.8,,,,,
30009,3.7,,,,,
30011,3,,,,,
30013,4.3,,,,,
30015,2.9,,,,,
30017,3.2,,,,,
30019,3.7,,,,,
30021,2.2,,,,,
30023,4.4,,,,,
30025,1.6,,,,,
30027,4.6,,,,,
30029,6.5,,,,,
30031,3.9,,,,,
30033,2.3,,,,,
30035,12,,,,,
30037,4.9,,,,,
30039,7,,,,,
30041,5,,,,,
30043,4.3,,,,,
30045,3.6,,,,,
30047,5.5,,,,,
30049,3.6,,,,,
30051,2.7,,,,,
30053,10.5,,,,,
30055,2.5,,,,,
30057,4.9,,,,,
30059,4.1,,,,,
30061,8.9,,,,,
30063,4.2,,,,,
30065,3.6,,,,,
30067,6.9,,,,,
30069,4,,,,,
30071,4.3,,,,,
30073,4.5,,,,,
30075,2.4,,,,,
30077,4.8,,,,,
30079,3.6,,,,,
30081,5.9,,,,,
30083,1.8,,,,,
30085,4.7,,,,,
30087,5.2,,,,,
30089,8.6,,,,,
30091,2.3,,,,,
30093,4.6,,,,,
30095,3.9,,,,,
30097,3.2,,,,,
30099,3.8,,,,,
30101,3,,,,,
30103,4.2,,,,,
30105,2.5,,,,,
30107,3.8,,,,,
30109,2.6,,,,,
30111,3.5,,,,,
31001,2.6,,,,,
31003,2.1,,,,,
31005,5.1,,,,,
31007,2.9,,,,,
31009,4.2,,,,,
31011,2.1,,,,,
31013,2.7,,,,,
31015,2.4,,,,,
31017,2.3,,,,,
31019,2.1,,,,,
31021,4.3,,,,,
31023,2.5,,,,,
31025,3,,,,,
31027,1.9,,,,,
31029,1.4,,,,,
31031,2.3,,,,,
31033,1.8,,,,,
31035,2.4,,,,,
31037,2.3,,,,,
31039,2.2,,,,,
31041,2.2,,,,,
31043,4.6,,,,,
31045,2.3,,,,,
31047,2.9,,,,,
31049,2.5,,,,,
31051,2.9,,,,,
31053,2.9,,,,,
31055,3.1,,,,,
31057,1.9,,,,,
31059,1.7,,,,,
31061,2.6,,,,,
31063,1.9,,,,,
31065,2.1,,,,,
31067,3.8,,,,,
31069,2.2,,,,,
31071,2.7,,,,,
31073,2.6,,,,,
31075,1.5,,,,,
31077,2.7,,,,,
31079,3.1,,,,,
31081,2.4,,,,,
31083,2.1,,,,,
31085,2.5,,,,,
31087,2.9,,,,,
31089,2,,,,,
31091,4.8,,,,,
31093,2.7,,,,,
31095,2.5,,,,,
31097,3,,,,,
31099,1.9,,,,,
31101,2.4,,,,,
31103,2,,,,,
31105,1.9,,,,,
31107,2.2,,,,,
31109,2.3,,,,,
31111,2.6,,,,,
31113,2.8,,,,,
31115,2.9,,,,,
31117,2.9,,,,,
31119,2.2,,,,,
31121,3,,,,,
31123,2.7,,,,,
31125,2.5,,,,,
31127,3.3,,,,,
31129,2.6,,,,,
31131,2.9,,,,,
31133,2.5,,,,,
31135,1.7,,,,,
31137,2.3,,,,,
31139,2.3,,,,,
31141,2.5,,,,,
31143,2.7,,,,,
31145,2,,,,,
31147,3.6,,,,,
31149,2,,,,,
31151,2.6,,,,,
31153,2.6,,,,,
31155,2.9,,,,,
31157,3.3,,,,,
31159,2.2,,,,,
31161,2.6,,,,,
31163,2.8,,,,,
31165,2.9,,,,,
31167,2.1,,,,,
31169,2.1,,,,,
31171,3.4,,,,,
31173,6,,,,,
31175,2.1,,,,,
31177,2.5,,,,,
31179,2,,,,,
31181,3.1,,,,,
31183,2.3,,,,,
31185,2.6,,,,,
32001,6.5,,,,,
32003,7,,,,,
32005,7.3,,,,,
32007,4.7,,,,,
32009,4.6,,,,,
32011,5.6,,,,,
32013,5.2,,,,,
32015,6.1,,,,,
32017,6.4,,,,,
32019,9.1,,,,,
32021,10.5,,,,,
32023,8.7,,,,,
32027,6.4,,,,,
32029,7.6,,,,,
32031,6.5,,,,,
32033,5.4,,,,,
32510,7.5,,,,,
33001,3.8,,,,,
33003,4.1,,,,,
33005,3.7,,,,,
33007,5.4,,,,,
33009,3.2,,,,,
33011,4,,,,,
33013,3.4,,,,,
33015,4.3,,,,,
33017,3.4,,,,,
33019,3.3,,,,,
34001,10.6,,,,,
34003,4.7,,,,,
34005,5.6,,,,,
34007,6.7,,,,,
34009,13.9,,,,,
34011,8.7,,,,,
34013,7,,,,,
34015,6.3,,,,,
34017,5.8,,,,,
34019,4.1,,,,,
34021,5,,,,,
34023,5.2,,,,,
34025,5.3,,,,,
34027,4.2,,,,,
34029,6.4,,,,,
34031,7.1,,,,,
34033,7.5,,,,,
34035,4.5,,,,,
34037,5.3,,,,,
34039,6,,,,,
34041,5.3,,,,,
35001,5.5,,,,,
35003,7.1,,,,,
35005,5.5,,,,,
35006,7.3,,,,,
35007,6.2,,,,,
35009,4.6,,,,,
35011,4.8,,,,,
35013,6.4,,,,,
35015,3.8,,,,,
35017,6.2,,,,,
35019,7.6,,,,,
35021,5.3,,,,,
35023,6.2,,,,,
35025,3.9,,,,,
35027,5.9,,,,,
35028,3.8,,,,,
35029,18.2,,,,,
35031,9,,,,,
35033,10.6,,,,,
35035,5.9,,,,,
35037,6,,,,,
35039,7.4,,,,,
35041,4.8,,,,,
35043,6.3,,,,,
35045,5.4,,,,,
35047,7,,,,,
35049,4.9,,,,,
35051,7.8,,,,,
35053,6.6,,,,,
35055,9.1,,,,,
35057,8.8,,,,,
35059,4.8,,,,,
35061,6.9,,,,,
36001,4.4,,,,,
36003,5.6,,,,,
36005,9,,,,,
36007,5.9,,,,,
36009,6.1,,,,,
36011,5.2,,,,,
36013,6.3,,,,,
36015,5.6,,,,,
36017,5.7,,,,,
36019,5.9,,,,,
36021,4.1,,,,,
36023,5.8,,,,,
36025,6,,,,,
36027,4.7,,,,,
36029,5.5,,,,,
36031,6.5,,,,,
36033,6.7,,,,,
36035,6.7,,,,,
36037,5.1,,,,,
36039,6.1,,,,,
36041,8.7,,,,,
36043,6.3,,,,,
36045,7.1,,,,,
36047,6.9,,,,,
36049,7,,,,,
36051,5.2,,,,,
36053,5.7,,,,,
36055,5.2,,,,,
36057,6.5,,,,,
36059,4.3,,,,,
36061,5.5,,,,,
36063,6.3,,,,,
36065,5.5,,,,,
36067,5,,,,,
36069,4.8,,,,,
36071,4.9,,,,,
36073,6.8,,,,,
36075,7.3,,,,,
36077,5.3,,,,,
36079,4.4,,,,,
36081,5.8,,,,,
36083,4.7,,,,,
36085,6.6,,,,,
36087,4.7,,,,,
36089,6.9,,,,,
36091,4.1,,,,,
36093,4.8,,,,,
36095,5.5,,,,,
36097,6.7,,,,,
36099,5.1,,,,,
36101,6.4,,,,,
36103,4.8,,,,,
36105,6.1,,,,,
36107,5.3,,,,,
36109,3.9,,,,,
36111,5.1,,,,,
36113,6.3,,,,,
36115,5.4,,,,,
36117,5.4,,,,,
36119,4.7,,,,,
36121,6,,,,,
36123,5.3,,,,,
37001,4.9,,,,,
37003,4.6,,,,,
37005,5.9,,,,,
37007,6.1,,,,,
37009,5.6,,,,,
37011,5.6,,,,,
37013,6.3,,,,,
37015,6.7,,,,,
37017,7.9,,,,,
37019,6.8,,,,,
37021,3.9,,,,,
37023,5.4,,,,,
37025,4.9,,,,,
37027,6.2,,,,,
37029,5.5,,,,,
37031,5.5,,,,,
37033,5.8,,,,,
37035,5.4,,,,,
37037,4.1,,,,,
37039,6.2,,,,,
37041,6.8,,,,,
37043,5.4,,,,,
37045,6.3,,,,,
37047,7.2,,,,,
37049,5.9,,,,,
37051,6.9,,,,,
37053,5.7,,,,,
37055,7.4,,,,,
37057,5.4,,,,,
37059,4.8,,,,,
37061,5.4,,,,,
37063,4.5,,,,,
37065,9.1,,,,,
37067,5.1,,,,,
37069,5.3,,,,,
37071,5.7,,,,,
37073,5.2,,,,,
37075,12.8,,,,,
37077,4.9,,,,,
37079,5.2,,,,,
37081,5.6,,,,,
37083,8.6,,,,,
37085,6.4,,,,,
37087,4.7,,,,,
37089,4.2,,,,,
37091,6.2,,,,,
37093,7,,,,,
37095,8,,,,,
37097,5.2,,,,,
37099,5.3,,,,,
37101,4.8,,,,,
37103,5.5,,,,,
37105,7.4,,,,,
37107,6.4,,,,,
37109,5.1,,,,,
37111,5.5,,,,,
37113,5.5,,,,,
37115,4.9,,,,,
37117,6.5,,,,,
37119,5.2,,,,,
37121,6.3,,,,,
37123,5.5,,,,,
37125,5.2,,,,,
37127,6.7,,,,,
37129,5,,,,,
37131,6.8,,,,,
37133,5.4,,,,,
37135,4,,,,,
37137,5.7,,,,,
37139,7.3,,,,,
37141,5.8,,,,,
37143,7,,,,,
37145,6.3,,,,,
37147,5.5,,,,,
37149,4.5,,,,,
37151,5.3,,,,,
37153,7.6,,,,,
37155,8,,,,,
37157,6.2,,,,,
37159,5.8,,,,,
37161,7.3,,,,,
37163,5.2,,,,,
37165,10.4,,,,,
37167,5.1,,,,,
37169,5,,,,,
37171,5.2,,,,,
37173,7.5,,,,,
37175,5.1,,,,,
37177,8.3,,,,,
37179,4.4,,,,,
37181,8.4,,,,,
37183,4.2,,,,,
37185,7.9,,,,,
37187,8.1,,,,,
37189,4.4,,,,,
37191,5.7,,,,,
37193,5.4,,,,,
37195,8,,,,,
37197,4.5,,,,,
37199,5.5,,,,,
38001,3.1,,,,,
38003,2.6,,,,,
38005,6,,,,,
38007,2.7,,,,,
38009,3.2,,,,,
38011,1.5,,,,,
38013,2.9,,,,,
38015,2.4,,,,,
38017,2.2,,,,,
38019,3.1,,,,,
38021,2,,,,,
38023,1.4,,,,,
38025,1.2,,,,,
38027,4.3,,,,,
38029,5.4,,,,,
38031,2.8,,,,,
38033,2.1,,,,,
38035,2.5,,,,,
38037,2.9,,,,,
38039,2.5,,,,,
38041,1.8,,,,,
38043,3.3,,,,,
38045,2.2,,,,,
38047,3.2,,,,,
38049,3.5,,,,,
38051,3,,,,,
38053,1.2,,,,,
38055,3.9,,,,,
38057,4.2,,,,,
38059,3.1,,,,,
38061,1.2,,,,,
38063,2.8,,,,,
38065,5.7,,,,,
38067,4.8,,,,,
38069,3.4,,,,,
38071,3.3,,,,,
38073,2.6,,,,,
38075,2.3,,,,,
38077,2.9,,,,,
38079,8.7,,,,,
38081,1.9,,,,,
38083,5.1,,,,,
38085,4.3,,,,,
38087,2.3,,,,,
38089,1.6,,,,,
38091,2.4,,,,,
38093,2.4,,,,,
38095,3.9,,,,,
38097,2.5,,,,,
38099,4.2,,,,,
38101,2.4,,,,,
38103,3.4,,,,,
38105,1.1,,,,,
39001,7.2,,,,,
39003,4.8,,,,,
39005,5,,,,,
39007,5.8,,,,,
39009,6,,,,,
39011,3.7,,,,,
39013,5.5,,,,,
39015,6.1,,,,,
39017,4.6,,,,,
39019,5,,,,,
39021,4.2,,,,,
39023,4.8,,,,,
39025,4.5,,,,,
39027,6.3,,,,,
39029,5.3,,,,,
39031,5.9,,,,,
39033,5.4,,,,,
39035,5.6,,,,,
39037,4.1,,,,,
39039,4.4,,,,,
39041,3.5,,,,,
39043,5.5,,,,,
39045,4.2,,,,,
39047,4.7,,,,,
39049,4.1,,,,,
39051,4.7,,,,,
39053,6.4,,,,,
39055,4.4,,,,,
39057,4.5,,,,,
39059,5.8,,,,,
39061,4.6,,,,,
39063,3.6,,,,,
39065,4.5,,,,,
39067,5.2,,,,,
39069,4.8,,,,,
39071,6.4,,,,,
39073,5.2,,,,,
39075,3.4,,,,,
39077,6.8,,,,,
39079,7.1,,,,,
39081,6.8,,,,,
39083,4.4,,,,,
39085,4.8,,,,,
39087,5.7,,,,,
39089,4.3,,,,,
39091,4.2,,,,,
39093,5.6,,,,,
39095,5.4,,,,,
39097,4,,,,,
39099,5.5,,,,,
39101,5.3,,,,,
39103,4.4,,,,,
39105,7.7,,,,,
39107,3.2,,,,,
39109,4.4,,,,,
39111,8.8,,,,,
