County_FIPS,Unemployment_Rate,,,,,
39113,5.1,,,,,
39115,6.5,,,,,
39117,4.8,,,,,
39119,5.7,,,,,
39121,6.5,,,,,
39123,7.1,,,,,
39125,4.5,,,,,
39127,5.7,,,,,
39129,4.7,,,,,
39131,7.3,,,,,
39133,4.9,,,,,
39135,4.8,,,,,
39137,3.7,,,,,
39139,5.6,,,,,
39141,5.3,,,,,
39143,4.7,,,,,
39145,7.1,,,,,
39147,4.8,,,,,
39149,4.4,,,,,
39151,4.9,,,,,
39153,5,,,,,
39155,5.9,,,,,
39157,4.7,,,,,
39159,3.9,,,,,
39161,4.2,,,,,
39163,6.6,,,,,
39165,4.2,,,,,
39167,5.3,,,,,
39169,3.9,,,,,
39171,4.4,,,,,
39173,4.4,,,,,
39175,3.5,,,,,
40001,6.3,,,,,
40003,2.3,,,,,
40005,5.7,,,,,
40007,2.4,,,,,
40009,2.6,,,,,
40011,3.3,,,,,
40013,4.5,,,,,
40015,4.9,,,,,
40017,3.1,,,,,
40019,4,,,,,
40021,5.2,,,,,
40023,7.8,,,,,
40025,2.6,,,,,
40027,3.2,,,,,
40029,6.2,,,,,
40031,4.3,,,,,
40033,3.7,,,,,
40035,5,,,,,
40037,4.5,,,,,
40039,2.7,,,,,
40041,5.1,,,,,
40043,2.7,,,,,
40045,2.7,,,,,
40047,3.2,,,,,
40049,3.8,,,,,
40051,3.5,,,,,
40053,2.6,,,,,
40055,4,,,,,
40057,3.5,,,,,
40059,2.5,,,,,
40061,6.3,,,,,
40063,6.4,,,,,
40065,3.8,,,,,
40067,4.3,,,,,
40069,6.3,,,,,
40071,5.1,,,,,
40073,2.7,,,,,
40075,3.7,,,,,
40077,6.6,,,,,
40079,6.2,,,,,
40081,4,,,,,
40083,3.4,,,,,
40085,3.1,,,,,
40087,3.2,,,,,
40089,7.5,,,,,
40091,8.6,,,,,
40093,2.1,,,,,
40095,4.2,,,,,
40097,4.3,,,,,
40099,3.8,,,,,
40101,5.3,,,,,
40103,3.1,,,,,
40105,5.6,,,,,
40107,5.3,,,,,
40109,3.7,,,,,
40111,6.4,,,,,
40113,4.9,,,,,
40115,6.2,,,,,
40117,5.2,,,,,
40119,3.1,,,,,
40121,5.4,,,,,
40123,3.7,,,,,
40125,4.2,,,,,
40127,7.1,,,,,
40129,2.5,,,,,
40131,3.8,,,,,
40133,6.1,,,,,
40135,6.4,,,,,
40137,3.9,,,,,
40139,3.2,,,,,
40141,4.1,,,,,
40143,3.8,,,,,
40145,3.8,,,,,
40147,3.9,,,,,
40149,3.1,,,,,
40151,2.2,,,,,
40153,2.6,,,,,
41001,7.7,,,,,
41003,4.8,,,,,
41005,5.9,,,,,
41007,6.5,,,,,
41009,8.2,,,,,
41011,8.8,,,,,
41013,9.1,,,,,
41015,10,,,,,
41017,7.3,,,,,
41019,8.8,,,,,
41021,6.9,,,,,
41023,9.9,,,,,
41025,8.6,,,,,
41027,5.3,,,,,
41029,7.6,,,,,
41031,8.7,,,,,
41033,9,,,,,
41035,9.1,,,,,
41037,9.2,,,,,
41039,6.7,,,,,
41041,8.1,,,,,
41043,7.8,,,,,
41045,7.4,,,,,
41047,7.1,,,,,
41049,6.7,,,,,
41051,5.7,,,,,
41053,6.4,,,,,
41055,7.3,,,,,
41057,6.9,,,,,
41059,7.6,,,,,
41061,6.9,,,,,
41063,9.1,,,,,
41065,7.2,,,,,
41067,5.3,,,,,
41069,5.9,,,,,
41071,6.1,,,,,
42001,3.7,,,,,
42003,4.5,,,,,
42005,5.4,,,,,
42007,5.4,,,,,
42009,5.5,,,,,
42011,4.6,,,,,
42013,4.7,,,,,
42015,4.4,,,,,
42017,4.4,,,,,
42019,4.1,,,,,
42021,5.8,,,,,
42023,5.9,,,,,
42025,5.8,,,,,
42027,3.4,,,,,
42029,3.5,,,,,
42031,5.1,,,,,
42033,5.9,,,,,
42035,5.7,,,,,
42037,4.9,,,,,
42039,4.7,,,,,
42041,3.7,,,,,
42043,4.4,,,,,
42045,4.7,,,,,
42047,4.4,,,,,
42049,5,,,,,
42051,6.5,,,,,
42053,7.1,,,,,
42055,4.4,,,,,
42057,5.5,,,,,
42059,4.3,,,,,
42061,6.3,,,,,
42063,4.9,,,,,
42065,5.3,,,,,
42067,4.5,,,,,
42069,5.3,,,,,
42071,3.8,,,,,
42073,5.3,,,,,
42075,4.1,,,,,
42077,5.1,,,,,
42079,6,,,,,
42081,5.1,,,,,
42083,5.4,,,,,
42085,5,,,,,
42087,5.1,,,,,
42089,6.3,,,,,
42091,3.9,,,,,
42093,4,,,,,
42095,5,,,,,
42097,5.7,,,,,
42099,4.3,,,,,
42101,6.8,,,,,
42103,6.2,,,,,
42105,6,,,,,
42107,5.7,,,,,
42109,4.3,,,,,
42111,6,,,,,
42113,4.8,,,,,
42115,4.9,,,,,
42117,5.5,,,,,
42119,3.9,,,,,
42121,4.9,,,,,
42123,4.5,,,,,
42125,4.8,,,,,
42127,5.5,,,,,
42129,4.7,,,,,
42131,5.3,,,,,
42133,4.5,,,,,
44001,5.4,,,,,
44003,6,,,,,
44005,5.6,,,,,
44007,6.9,,,,,
44009,5.9,,,,,
45001,7.6,,,,,
45003,6.4,,,,,
45005,12,,,,,
45007,5.9,,,,,
45009,12.1,,,,,
45011,9.2,,,,,
45013,5.8,,,,,
45015,6.1,,,,,
45017,7.9,,,,,
45019,5.2,,,,,
45021,8.9,,,,,
45023,9,,,,,
45025,6.6,,,,,
45027,8.3,,,,,
45029,7.1,,,,,
45031,7.7,,,,,
45033,9.4,,,,,
45035,5.9,,,,,
45037,6.7,,,,,
45039,8,,,,,
45041,7.2,,,,,
45043,8.2,,,,,
45045,5.4,,,,,
45047,7,,,,,
45049,7.9,,,,,
45051,7.5,,,,,
45053,5.7,,,,,
45055,6.2,,,,,
45057,6.8,,,,,
45059,7,,,,,
45061,8.8,,,,,
45063,5.2,,,,,
45065,7.5,,,,,
45067,10.6,,,,,
45069,10.2,,,,,
45071,5.6,,,,,
45073,6.2,,,,,
45075,12.2,,,,,
45077,6.2,,,,,
45079,6.1,,,,,
45081,5.6,,,,,
45083,6.2,,,,,
45085,7.2,,,,,
45087,8.1,,,,,
45089,9.5,,,,,
45091,6.2,,,,,
46003,2.5,,,,,
46005,2.8,,,,,
46007,5.2,,,,,
46009,2.7,,,,,
46011,2.8,,,,,
46013,2.7,,,,,
46015,3.3,,,,,
46017,8.1,,,,,
46019,3.8,,,,,
46021,3.8,,,,,
46023,3.8,,,,,
46025,3.9,,,,,
46027,2.9,,,,,
46029,3.2,,,,,
46031,4.8,,,,,
46033,4.7,,,,,
46035,2.6,,,,,
46037,4.4,,,,,
46039,4.8,,,,,
46041,11.7,,,,,
46043,2.9,,,,,
46045,2.7,,,,,
46047,4.7,,,,,
46049,3,,,,,
46051,3.2,,,,,
46053,3.2,,,,,
46055,2.9,,,,,
46057,3.4,,,,,
46059,2.6,,,,,
46061,3.3,,,,,
46063,2.5,,,,,
46065,2.6,,,,,
46067,2.8,,,,,
46069,3.2,,,,,
46071,5.5,,,,,
46073,2.6,,,,,
46075,3.7,,,,,
46077,2.7,,,,,
46079,3.3,,,,,
46081,3.3,,,,,
46083,2.4,,,,,
46085,3.9,,,,,
46087,2.2,,,,,
46089,4.3,,,,,
46091,3.7,,,,,
46093,3.4,,,,,
46095,5.2,,,,,
46097,2.7,,,,,
46099,2.7,,,,,
46101,3.4,,,,,
46103,3.4,,,,,
46105,3.9,,,,,
46107,3.7,,,,,
46109,3.9,,,,,
46111,2.7,,,,,
46113,12.2,,,,,
46115,3.3,,,,,
46117,2.5,,,,,
46119,2.9,,,,,
46121,8.3,,,,,
46123,3.2,,,,,
46125,2.5,,,,,
46127,3.4,,,,,
46129,5,,,,,
46135,2.9,,,,,
46137,4.8,,,,,
47001,6.5,,,,,
47003,7,,,,,
47005,8.6,,,,,
47007,8,,,,,
47009,5.7,,,,,
47011,5.9,,,,,
47013,8.6,,,,,
47015,5.9,,,,,
47017,10.1,,,,,
47019,7,,,,,
47021,5.5,,,,,
47023,6.7,,,,,
47025,8,,,,,
47027,9.4,,,,,
47029,8.4,,,,,
47031,6,,,,,
47033,7.3,,,,,
47035,7.8,,,,,
47037,4.9,,,,,
47039,9.7,,,,,
47041,7.7,,,,,
47043,5.7,,,,,
47045,7.8,,,,,
47047,7.3,,,,,
47049,7.6,,,,,
47051,5.7,,,,,
47053,8.6,,,,,
47055,5.7,,,,,
47057,7.7,,,,,
47059,7.4,,,,,
47061,8.8,,,,,
47063,7,,,,,
47065,6,,,,,
47067,9.6,,,,,
47069,9.1,,,,,
47071,8.2,,,,,
47073,6.9,,,,,
47075,9.4,,,,,
47077,8.4,,,,,
47079,7.9,,,,,
47081,6.2,,,,,
47083,9.1,,,,,
47085,7.2,,,,,
47087,8.2,,,,,
47089,6.9,,,,,
47091,6.5,,,,,
47093,5.2,,,,,
47095,9.6,,,,,
47097,9.5,,,,,
47099,7.9,,,,,
47101,8.4,,,,,
47103,5,,,,,
47105,6.3,,,,,
47107,7.2,,,,,
47109,9.2,,,,,
47111,6,,,,,
47113,6.7,,,,,
47115,7.4,,,,,
47117,6.2,,,,,
47119,5.8,,,,,
47121,8.3,,,,,
47123,7,,,,,
47125,6.5,,,,,
47127,4.8,,,,,
47129,8.1,,,,,
47131,9.3,,,,,
47133,7.3,,,,,
47135,7.7,,,,,
47137,9.4,,,,,
47139,7.5,,,,,
47141,6.5,,,,,
47143,8.1,,,,,
47145,7,,,,,
47147,5.5,,,,,
47149,5,,,,,
47151,11.1,,,,,
47153,7.1,,,,,
47155,6.3,,,,,
47157,7.7,,,,,
47159,5.8,,,,,
47161,8.4,,,,,
47163,6.3,,,,,
47165,5.1,,,,,
47167,8.2,,,,,
47169,6.4,,,,,
47171,8.3,,,,,
47173,7.2,,,,,
47175,9.1,,,,,
47177,6.3,,,,,
47179,6,,,,,
47181,8.2,,,,,
47183,7.8,,,,,
47185,7,,,,,
47187,4.4,,,,,
47189,5,,,,,
48001,4.2,,,,,
48003,2.6,,,,,
48005,4.7,,,,,
48007,5,,,,,
48009,4.2,,,,,
48011,3,,,,,
48013,4.2,,,,,
48015,4,,,,,
48017,4.3,,,,,
48019,4.1,,,,,
48021,4.2,,,,,
48023,3.7,,,,,
48025,5.3,,,,,
48027,5.3,,,,,
48029,4.1,,,,,
48031,3.2,,,,,
48033,2.3,,,,,
48035,4.5,,,,,
48037,5.5,,,,,
48039,4.5,,,,,
48041,3.3,,,,,
48043,4.1,,,,,
48045,3.9,,,,,
48047,6.7,,,,,
48049,4.4,,,,,
48051,3.9,,,,,
48053,3.8,,,,,
48055,4.4,,,,,
48057,4.1,,,,,
48059,3.8,,,,,
48061,7.4,,,,,
48063,5.4,,,,,
48065,2.9,,,,,
48067,7,,,,,
48069,3.7,,,,,
48071,4.9,,,,,
48073,5.3,,,,,
48075,3.5,,,,,
48077,3.9,,,,,
48079,3.9,,,,,
48081,3.6,,,,,
48083,5.2,,,,,
48085,3.9,,,,,
48087,3.7,,,,,
48089,3.9,,,,,
48091,3.9,,,,,
48093,4.3,,,,,
48095,2.9,,,,,
48097,3.2,,,,,
48099,5.4,,,,,
48101,7.5,,,,,
48103,3.6,,,,,
48105,3.3,,,,,
48107,4.1,,,,,
48109,3.5,,,,,
48111,2.7,,,,,
48113,4.7,,,,,
48115,4.2,,,,,
48117,3.2,,,,,
48119,5.4,,,,,
48121,3.8,,,,,
48123,3.4,,,,,
48125,5.4,,,,,
48127,3.1,,,,,
48129,4.1,,,,,
48131,5.1,,,,,
48133,4.3,,,,,
48135,2.9,,,,,
48137,4.1,,,,,
48139,4.2,,,,,
48141,5.8,,,,,
48143,3.7,,,,,
48145,5,,,,,
48147,4.8,,,,,
48149,3.1,,,,,
48151,3.9,,,,,
48153,5.7,,,,,
48155,4.3,,,,,
48157,4,,,,,
48159,4.5,,,,,
48161,5,,,,,
48163,3.1,,,,,
48165,2.8,,,,,
48167,5,,,,,
48169,2.9,,,,,
48171,3.2,,,,,
48173,2.5,,,,,
48175,3.5,,,,,
48177,3.5,,,,,
48179,3.5,,,,,
48181,4.2,,,,,
48183,4.1,,,,,
48185,4.2,,,,,
48187,3.8,,,,,
48189,7.3,,,,,
48191,5.2,,,,,
48193,4.2,,,,,
48195,2.2,,,,,
48197,4.5,,,,,
48199,5.4,,,,,
48201,4.3,,,,,
48203,4.7,,,,,
48205,2.5,,,,,
48207,3.7,,,,,
48209,3.8,,,,,
48211,2.2,,,,,
48213,4.9,,,,,
48215,7.7,,,,,
48217,4.4,,,,,
48219,3.3,,,,,
48221,4.3,,,,,
48223,4.2,,,,,
48225,4.7,,,,,
48227,3.8,,,,,
48229,5.5,,,,,
48231,5.2,,,,,
48233,3.8,,,,,
48235,3.1,,,,,
48237,3.1,,,,,
48239,3.3,,,,,
48241,7.2,,,,,
48243,3.3,,,,,
48245,7.1,,,,,
48247,5.1,,,,,
48249,4.6,,,,,
48251,4.3,,,,,
48253,4.8,,,,,
48255,3.2,,,,,
48257,4.4,,,,,
48259,3.6,,,,,
48261,2,,,,,
48263,2.2,,,,,
48265,3.9,,,,,
48267,3.3,,,,,
48269,3.3,,,,,
48271,5.9,,,,,
48273,4.8,,,,,
48275,3.6,,,,,
48277,5.4,,,,,
48279,4.8,,,,,
48281,4.7,,,,,
48283,2.6,,,,,
48285,3.4,,,,,
48287,3.4,,,,,
48289,4.7,,,,,
48291,5.9,,,,,
48293,4.9,,,,,
48295,3.4,,,,,
48297,3.1,,,,,
48299,4.5,,,,,
48301,5,,,,,
48303,3.4,,,,,
48305,3.7,,,,,
48307,3.6,,,,,
48309,4.4,,,,,
48311,1.8,,,,,
48313,4.3,,,,,
48315,5.7,,,,,
48317,3,,,,,
48319,4,,,,,
48321,6.7,,,,,
48323,9,,,,,
48325,4.2,,,,,
48327,4.5,,,,,
48329,2.4,,,,,
48331,5.8,,,,,
48333,3.8,,,,,
48335,3.9,,,,,
48337,3.4,,,,,
48339,3.8,,,,,
48341,3.1,,,,,
48343,7,,,,,
48345,4.2,,,,,
48347,4.6,,,,,
48349,4.3,,,,,
48351,7,,,,,
48353,3.8,,,,,
48355,4.6,,,,,
48357,2.6,,,,,
48359,3.2,,,,,
48361,6.8,,,,,
48363,4.5,,,,,
48365,4.2,,,,,
48367,4,,,,,
48369,2.7,,,,,
48371,3.8,,,,,
48373,5.9,,,,,
48375,3.5,,,,,
48377,9.7,,,,,
48379,4.5,,,,,
48381,3,,,,,
48383,2.6,,,,,
48385,5.7,,,,,
48387,6.5,,,,,
48389,3.5,,,,,
48391,4.1,,,,,
48393,3.4,,,,,
48395,4.5,,,,,
48397,3.9,,,,,
48399,3.6,,,,,
48401,4.2,,,,,
48403,9.8,,,,,
48405,9.1,,,,,
48407,5,,,,,
48409,6.1,,,,,
48411,3.9,,,,,
48413,2.9,,,,,
48415,2.8,,,,,
48417,2.3,,,,,
48419,5,,,,,
48421,2.9,,,,,
48423,4.6,,,,,
48425,5,,,,,
48427,12.4,,,,,
48429,3.8,,,,,
48431,2.5,,,,,
48433,3.6,,,,,
48435,3.2,,,,,
48437,5.1,,,,,
48439,4.4,,,,,
48441,3.6,,,,,
48443,3.4,,,,,
48445,3.8,,,,,
48447,3.7,,,,,
48449,5.5,,,,,
48451,3.5,,,,,
48453,3.6,,,,,
48455,5.2,,,,,
48457,7.2,,,,,
48459,4.4,,,,,
48461,2.7,,,,,
48463,5.1,,,,,
48465,5,,,,,
48467,4.5,,,,,
48469,3.5,,,,,
48471,4.7,,,,,
48473,4.4,,,,,
48475,3,,,,,
48477,3.9,,,,,
48479,4.3,,,,,
48481,4,,,,,
48483,3,,,,,
48485,4.3,,,,,
48487,4.5,,,,,
48489,10.7,,,,,
48491,3.9,,,,,
48493,3.7,,,,,
48495,3.6,,,,,
48497,4.1,,,,,
48499,5.3,,,,,
48501,2.7,,,,,
48503,3.7,,,,,
48505,4.4,,,,,
48507,10.5,,,,,
49001,3.7,,,,,
49003,3.2,,,,,
49005,2.6,,,,,
49007,4.2,,,,,
49009,4.8,,,,,
49011,3,,,,,
49013,2.9,,,,,
49015,4.4,,,,,
49017,9.6,,,,,
49019,6.1,,,,,
49021,4.1,,,,,
49023,3,,,,,
49025,3.9,,,,,
49027,3.3,,,,,
49029,2.7,,,,,
49031,6,,,,,
49033,3.7,,,,,
49035,3.1,,,,,
49037,7,,,,,
49039,3.5,,,,,
49041,3.7,,,,,
49043,3.3,,,,,
49045,3.8,,,,,
49047,2.9,,,,,
49049,2.7,,,,,
49051,3.1,,,,,
49053,3.7,,,,,
49055,9.4,,,,,
49057,3.6,,,,,
50001,3.6,,,,,
50003,4.9,,,,,
50005,4.6,,,,,
50007,3,,,,,
50009,7,,,,,
50011,3.9,,,,,
50013,4.9,,,,,
50015,5.2,,,,,
50017,3.6,,,,,
50019,5.7,,,,,
50021,4.6,,,,,
50023,3.8,,,,,
50025,4.3,,,,,
50027,3.7,,,,,
51001,6,,,,,
51003,3.8,,,,,
51005,5.5,,,,,
51007,4.7,,,,,
51009,4.7,,,,,
51011,5.1,,,,,
51013,2.9,,,,,
51015,4.2,,,,,
51017,4,,,,,
51019,4.5,,,,,
51021,5.7,,,,,
51023,4.2,,,,,
51025,7.3,,,,,
51027,9.2,,,,,
51029,5.8,,,,,
51031,4.8,,,,,
51033,5.5,,,,,
51035,5.7,,,,,
51036,5.6,,,,,
51037,6,,,,,
51041,4.5,,,,,
51043,4,,,,,
51045,5.8,,,,,
51047,4.3,,,,,
51049,5.5,,,,,
51051,9.4,,,,,
51053,5.7,,,,,
51057,5.8,,,,,
51059,3.6,,,,,
51061,4,,,,,
51063,4,,,,,
51065,3.6,,,,,
51067,4.8,,,,,
51069,4.1,,,,,
51071,5.3,,,,,
51073,4.3,,,,,
51075,4.2,,,,,
51077,6.5,,,,,
51079,3.9,,,,,
51081,6,,,,,
51083,6.8,,,,,
51085,4,,,,,
51087,4.5,,,,,
51089,6.7,,,,,
51091,3.6,,,,,
51093,4.9,,,,,
51095,4.4,,,,,
51097,5.3,,,,,
51099,4.8,,,,,
51101,4.6,,,,,
51103,6.2,,,,,
51105,7.4,,,,,
51107,3.7,,,,,
51109,4.5,,,,,
51111,5.5,,,,,
51113,3.5,,,,,
51115,4.3,,,,,
51117,6.9,,,,,
51119,4.6,,,,,
51121,4.2,,,,,
51125,4,,,,,
51127,4,,,,,
51131,6.7,,,,,
51133,5.6,,,,,
51135,4.9,,,,,
51137,4.8,,,,,
51139,7.1,,,,,
51141,5.8,,,,,
51143,5.7,,,,,
51145,4.1,,,,,
51147,6.7,,,,,
51149,5.6,,,,,
51153,4.3,,,,,
51155,5.1,,,,,
51157,4.2,,,,,
51159,5,,,,,
51161,4,,,,,
51163,5.1,,,,,
51165,4.1,,,,,
51167,7.4,,,,,
51169,5.4,,,,,
51171,4.3,,,,,
51173,7,,,,,
51175,4.6,,,,,
51177,4.8,,,,,
51179,4.7,,,,,
51181,5.2,,,,,
51183,6.9,,,,,
51185,7.4,,,,,
51187,4.9,,,,,
51191,5,,,,,
51193,5.8,,,,,
51195,8.5,,,,,
51197,6.1,,,,,
51199,4.5,,,,,
51510,3.5,,,,,
51520,5.6,,,,,
51530,4.8,,,,,
51540,3.7,,,,,
51550,4.7,,,,,
51570,5.1,,,,,
51580,7,,,,,
51590,7.5,,,,,
51595,7.5,,,,,
51600,3.6,,,,,
51610,3.1,,,,,
51620,6.9,,,,,
51630,5.3,,,,,
51640,6,,,,,
51650,6.1,,,,,
51660,4.9,,,,,
51670,8.2,,,,,
51678,6.7,,,,,
51680,5.4,,,,,
51683,4.3,,,,,
51685,3.9,,,,,
51690,9.1,,,,,
51700,5.8,,,,,
51710,5.8,,,,,
51720,6.8,,,,,
51730,9.5,,,,,
51735,4.1,,,,,
51740,6.6,,,,,
51750,5.4,,,,,
51760,5.4,,,,,
51770,5.2,,,,,
51775,4.4,,,,,
51790,4.6,,,,,
51800,5.3,,,,,
51810,4.5,,,,,
51820,4.8,,,,,
51830,5.8,,,,,
51840,4.4,,,,,
53001,8.6,,,,,
53003,5.4,,,,,
53005,7.7,,,,,
53007,6.7,,,,,
53009,9,,,,,
53011,7.3,,,,,
53013,7.7,,,,,
53015,8.2,,,,,
53017,7.5,,,,,
53019,10.8,,,,,
53021,8.8,,,,,
53023,6.6,,,,,
53025,8,,,,,
53027,10.6,,,,,
53029,7,,,,,
53031,8.6,,,,,
53033,4.5,,,,,
53035,6.2,,,,,
53037,6.8,,,,,
53039,8.1,,,,,
53041,9.4,,,,,
53043,6.5,,,,,
53045,8.4,,,,,
53047,8.6,,,,,
53049,10.4,,,,,
53051,9.5,,,,,
53053,7.2,,,,,
53055,5.7,,,,,
53057,7.3,,,,,
53059,8.5,,,,,
53061,5,,,,,
53063,7,,,,,
53065,9.1,,,,,
53067,6.6,,,,,
53069,10.3,,,,,
53071,5.9,,,,,
53073,6.4,,,,,
53075,4.7,,,,,
53077,9.4,,,,,
54001,5.4,,,,,
54003,4.5,,,,,
54005,8.3,,,,,
54007,7.8,,,,,
54009,6.1,,,,,
54011,4.6,,,,,
54013,8.7,,,,,
54015,9.5,,,,,
54017,4,,,,,
54019,7.8,,,,,
54021,5.2,,,,,
54023,6.4,,,,,
54025,5.9,,,,,
54027,4.6,,,,,
54029,6.6,,,,,
54031,6.1,,,,,
54033,4.4,,,,,
54035,5.8,,,,,
54037,3.7,,,,,
54039,5.2,,,,,
54041,4.9,,,,,
54043,8.1,,,,,
54045,9.4,,,,,
54047,11.9,,,,,
54049,4.9,,,,,
54051,6.7,,,,,
54053,7.9,,,,,
54055,6.3,,,,,
54057,6.1,,,,,
54059,10.4,,,,,
54061,3.5,,,,,
54063,4.8,,,,,
54065,4.9,,,,,
54067,7.6,,,,,
54069,4.5,,,,,
54071,4,,,,,
54073,5.8,,,,,
54075,9.6,,,,,
54077,4.7,,,,,
54079,4.9,,,,,
54081,6.6,,,,,
54083,6.3,,,,,
54085,5.2,,,,,
54087,8.6,,,,,
54089,6.2,,,,,
54091,4.5,,,,,
54093,5.6,,,,,
54095,7.4,,,,,
54097,5.4,,,,,
54099,5.8,,,,,
54101,7.1,,,,,
54103,8.7,,,,,
54105,8.4,,,,,
54107,5.1,,,,,
54109,8.2,,,,,
55001,7.5,,,,,
55003,6.6,,,,,
55005,4.9,,,,,
55007,8.8,,,,,
55009,4.1,,,,,
55011,4.7,,,,,
55013,7.2,,,,,
55015,3.6,,,,,
55017,4.4,,,,,
55019,4.2,,,,,
55021,4.6,,,,,
55023,5.6,,,,,
55025,3.2,,,,,
55027,4.8,,,,,
55029,7.5,,,,,
55031,5,,,,,
55033,4.1,,,,,
55035,3.8,,,,,
55037,7.3,,,,,
55039,4.1,,,,,
55041,7.2,,,,,
55043,3.8,,,,,
55045,3.5,,,,,
55047,5.6,,,,,
55049,4.1,,,,,
55051,8.4,,,,,
55053,5,,,,,
55055,4.4,,,,,
55057,5.6,,,,,
55059,5.3,,,,,
55061,4,,,,,
55063,3.7,,,,,
55065,3.5,,,,,
55067,6.3,,,,,
55069,5.2,,,,,
55071,5.4,,,,,
55073,4.2,,,,,
55075,5.9,,,,,
55077,6.6,,,,,
55078,10.8,,,,,
55079,6.3,,,,,
55081,4.5,,,,,
55083,5.2,,,,,
55085,6.2,,,,,
55087,4.1,,,,,
55089,3.8,,,,,
55091,3.7,,,,,
55093,3.8,,,,,
55095,5.1,,,,,
55097,4.5,,,,,
55099,4.4,,,,,
55101,5.8,,,,,
55103,4.2,,,,,
55105,5.2,,,,,
55107,5.9,,,,,
55109,3.9,,,,,
55111,4.4,,,,,
55113,8.2,,,,,
55115,5,,,,,
55117,3.9,,,,,
55119,4.1,,,,,
55121,3.8,,,,,
55123,4,,,,,
55125,8,,,,,
55127,4.8,,,,,
55129,5.5,,,,,
55131,4,,,,,
55133,3.9,,,,,
55135,5,,,,,
55137,6.4,,,,,
55139,4.5,,,,,
55141,4.9,,,,,
56001,3.5,,,,,
56003,4.4,,,,,
56005,3.5,,,,,
56007,4.2,,,,,
56009,3.2,,,,,
56011,3.7,,,,,
56013,5.2,,,,,
56015,3.4,,,,,
56017,4.1,,,,,
56019,4.5,,,,,
56021,4.7,,,,,
56023,5.3,,,,,
56025,4.2,,,,,
56027,3.3,,,,,
56029,5.2,,,,,
56031,3.8,,,,,
56033,4.8,,,,,
56035,4.5,,,,,
56037,4,,,,,
56039,8.3,,,,,
56041,4.6,,,,,
56043,4.5,,,,,
56045,3.5,,,,,